"artistName","trackName","trackID","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"Frankie Cosmos","My I Love You","1LbEaN5bax1tuHLHy3xnfW",0.457,0.306,11,-10.648,1,0.0319,0.865,0.000782,0.103,0.253,120.474,92661,4
"Alex G","TV","5gnOGcUA9Thwa611bn3Rp2",0.672,0.538,7,-9.187,1,0.0481,0.89,0.389,0.431,0.846,143.001,75524,4
"sign crushes motorist","Left","5orN4HYGUJS3AqewwwFixi",0.637,0.103,7,-28.387,1,0.03,0.985,0.867,0.103,0.128,129.933,140625,4
"softy","Levitate","6E6HNdlSFkBkgzr4fz6PfE",0.542,0.265,0,-15.801,0,0.0272,0.796,0.847,0.095,0.0819,76.025,151969,4
"Yasumu","I Thought We Were Friends","1L2PKNp3lGnpt7mjgaQy43",0.874,0.06,6,-14.899,1,0.138,0.826,0.93,0.221,0.225,130.197,125721,4
"Foster The People","Pumped Up Kicks","7w87IxuO7BDcJ3YUqCyMTT",0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
"Soft Cell","Tainted Love","0cGG2EouYCEEC3xfa0tDFV",0.5,0.501,0,-8.284,0,0.0376,0.462,0,0.26,0.623,144.438,153800,4
"Blondie","Heart Of Glass - Remix","5Q8SPijJts3lV4fcmCrZXp",0.683,0.549,4,-11.771,1,0.0376,0.00476,0.0195,0.0623,0.642,114.939,351293,4
"The Japanese House","Touching Yourself","1HfsmNlg8xxhOr9N2i4Q0n",0.714,0.68,3,-5.989,1,0.026,0.135,1.82e-06,0.229,0.934,108.001,181587,4
"Last Dinosaurs","Sense","1UCeirBzcsC0Mk8Fnvl7Ix",0.516,0.918,8,-5.338,1,0.0419,0.00101,0.00075,0.219,0.639,108.989,259837,4
"No Vacation","Reaper","6ZjixnUBQm2O4RzEJMmhdb",0.488,0.613,9,-7.837,1,0.0272,0.506,0.683,0.11,0.248,124.456,162480,4
"Corona","The Rhythm of the Night","5IPJsGFKtxKDPCkT8lhEjN",0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822,264307,4
"Pinegrove","Need 2","3kQfBtkQqgN1fAMfhks8TU",0.552,0.634,1,-8.302,0,0.0261,0.00994,0.202,0.0798,0.213,76.557,191797,4
"wave to earth","light","4i2T7Nm4Q72sNnSlGADSm6",0.419,0.621,11,-6.901,1,0.0305,0.252,0.0367,0.125,0.727,79.692,225950,4
"beabadoobee","Coffee","429NtPmr12aypzFH3FkN9l",0.532,0.137,9,-18.208,1,0.0717,0.982,0.962,0.112,0.301,118.734,126825,4
"Harry Styles","Fine Line","6VzcQuzTNTMFnJ6rBSaLH9",0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,377960,4
"Zeph","i'm where you draw the line","7ayM0aPZvgx2xE51Q1q6jA",0.552,0.16,0,-16.749,1,0.0462,0.971,5.76e-06,0.0998,0.519,108.618,73350,3
"Zeph","anything but safe and sound","173gjIk7iVOn7hj9kpQnPJ",0.523,0.531,9,-12.256,0,0.0621,0.813,0.00301,0.0976,0.146,100.392,69612,4
"Zeph","how the hell did we end up here?","07YGuYH3HEBljSN0zksVUv",0.706,0.58,10,-9.795,0,0.0485,0.805,0,0.153,0.616,140.051,85727,4
"Zeph","i'll never fall in love with myself - demo","7Gkff5r7RcTyfJcDbowVA6",0.596,0.166,2,-19.778,1,0.0416,0.95,0.00806,0.177,0.345,111.985,107369,4
"PinkPantheress","Boy's a liar Pt. 2","6AQbmUe0Qwf5PZnt4HmTXv",0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013,4
"Cigarettes After Sex","Starry Eyes","3YL4zMqcyFu0OfLI1sZ66Z",0.419,0.362,2,-15.32,1,0.0337,0.453,0.335,0.0687,0.114,100.264,206000,4
"sign crushes motorist","Better","0Z94dtWElamDwU4NrcGoUR",0.696,0.0867,7,-25.203,1,0.0418,0.988,0.922,0.108,0.349,129.989,98750,4
"Cigarettes After Sex","Keep on Loving You","5VYBergVrUDcb8QyEg70cF",0.456,0.364,2,-9.336,0,0.0252,0.533,0.96,0.111,0.116,73.457,233011,4
"The Neighbourhood","Softcore","2K7xn816oNHJZ0aVqdQsha",0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,206280,4
"The Neighbourhood","Fallen Star","60F6pgM6H6miNr5AmjxwjL",0.603,0.551,10,-6.259,0,0.0304,0.0696,0.0976,0.192,0.439,75.001,224939,4
"Dream, Ivory","Endearment (A Song for You)","6ly0e0q3OZZI3TXUkcS1Uo",0.664,0.76,9,-5.514,1,0.0275,0.12,0.754,0.313,0.707,129.989,166625,4
"Cigarettes After Sex","You're All I Want","4nvLuqwTOZdEJI1fcHXv8h",0.233,0.471,5,-10.947,1,0.0294,0.363,0.828,0.113,0.277,182.161,264453,4
"beabadoobee","Charlie Brown","1NBQUtKSQdu7Nlw2isLxAV",0.57,0.842,3,-5.747,1,0.028,0.032,0.0455,0.262,0.512,126.951,152650,4
"Good Morning","Warned You","3GahMRXI3rL2JVeSLZBRnF",0.535,0.209,6,-16.402,1,0.0257,0.668,0.14,0.129,0.515,137.889,136033,4
"The Neighbourhood","Afraid","7brQHA2CgQpcMBiOlfiXYb",0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,251187,4
"Elvia","Cotton Candy Skies","0C7Cwh4vML3vLhjwJoTlGv",0.621,0.414,9,-10.905,1,0.0337,0.761,0.979,0.102,0.358,152.032,119383,4
"Tame Impala","Let It Happen","2X485T9Z5Ly0xyaghN73ed",0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,4
"The Neighbourhood","Devil's Advocate","4XfI7M5gLwEY84gYiH4RDD",0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,186307,4
"Ruel","Painkiller","1YlulsUKDduOmC7WxvXYPW",0.683,0.42,5,-6.51,1,0.0542,0.0875,0,0.225,0.469,128.621,213507,4
"PinkPantheress","Break It Off - Bonus","78ul3D77noQsYjSwvwiPU1",0.552,0.904,11,-4.891,0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,96133,4
"Jakob","Velvet Light","41o2ydrj7Xm9Yt5odIBqq4",0.67,0.419,6,-10.523,0,0.0751,0.75,0.135,0.0976,0.513,77.919,141587,4
"Rex Orange County","Sunflower","7h2nmmoWDi2UpfYKLKWLYB",0.548,0.765,6,-4.463,1,0.0525,0.646,0.00378,0.522,0.573,129.933,252231,4
"The Neighbourhood","Wires","5v8aEcHcaJIGYpfVVPtJjI",0.568,0.569,7,-6.013,0,0.0329,4e-04,0.102,0.342,0.266,72.991,193080,4
"beabadoobee","The Moon Song","3s9eWdn8IymCPvVLcKpjww",0.405,0.0854,0,-15.488,1,0.0336,0.968,0.0121,0.139,0.148,93.768,141040,4
"The Neighbourhood","Daddy Issues (Remix) feat. Syd","5Q6fh8OEhBYepJaORz9lxe",0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,181187,4
"Britney Spears","Me Against the Music (feat. Madonna) - LP Version / Video Mix","7mS8RbJji2UZAaguRGsOCH",0.804,0.836,6,-6.635,0,0.089,0.32,0,0.213,0.85,120.046,223773,4
"Cutting Crew","(I Just) Died In Your Arms","4ByEFOBuLXpCqvO1kw8Wdm",0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,280400,4
"The Backseat Lovers","Still a Friend","10goTnuQ31YxbdBBwSx7zt",0.611,0.261,2,-10.681,1,0.0386,0.185,0.0981,0.142,0.128,93.106,191602,4
"Winnetka Bowling League","Slow Dances","0J8x2FryJyw7OVnEGYNFQE",0.595,0.77,11,-5.392,1,0.0359,0.0129,0.00254,0.152,0.755,133.961,232280,4
"Phoebe Bridgers","Moon Song","46RNrAkGsqWTDrv2ZPOAbx",0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,277677,3
"MyKey","Was It Something I Said","65j65yDSE06CNKAPjsHoJt",0.587,0.724,6,-6.775,1,0.0321,0.618,0.000166,0.157,0.837,106.994,220588,4
"COIN","Cutie","555poPmhRmQWPsMDGwkifG",0.683,0.604,7,-6.374,0,0.126,0.000993,0.000241,0.141,0.731,111.999,184315,4
"Del Water Gap","Better Than I Know Myself","4PawewnYu8lyLk3DX1RCNu",0.571,0.691,3,-7.027,0,0.0312,0.0873,0.0721,0.124,0.617,110.004,262511,4
"BETWEEN FRIENDS","iloveyou","53FeQY6mQhvZdyKlPDtX79",0.631,0.588,7,-6.941,0,0.0478,0.114,1.58e-05,0.318,0.345,91.946,166359,4
"Genevieve Stokes","Habits","0qL3JquOSa7ErWX3RXfUgo",0.663,0.287,9,-9.469,1,0.0344,0.854,6.85e-06,0.346,0.438,82.457,136733,4
"Stephen Sanchez","Something About Her","37lFcUSBJZtsxnSZ8DGEjB",0.4,0.267,9,-12.588,1,0.0317,0.877,0,0.297,0.398,107.592,223139,3
"Stephen Sanchez","I Need You Most Of All","7HdJcAmhgUSqCb6W2UQaZE",0.578,0.518,10,-7.109,1,0.0283,0.442,0,0.113,0.644,125.059,190362,4
"Stephen Sanchez","Shake","5p7YsiECZ1ulZp7BY3g7RQ",0.43,0.897,0,-5.232,1,0.0454,0.00341,0,0.255,0.638,92.053,114908,4
"Stephen Sanchez","Doesn’t Do Me Any Good","3Rou7KR8ctza5jeqQfyer0",0.364,0.537,11,-7.177,0,0.0286,0.113,1.11e-05,0.0783,0.434,184.879,232278,3
"Stephen Sanchez","High","5hlPrSCx9BvnQ3rCTkblMZ",0.414,0.678,6,-7.826,0,0.0355,0.0962,0.000193,0.274,0.395,176.059,161568,4
"Stephen Sanchez","Caught In A Blue","39RgHin4jPy5D4cCFX1SIa",0.332,0.566,5,-10.097,1,0.0332,0.483,0.000929,0.346,0.561,120.693,179459,4
"Stephen Sanchez","Send My Heart With A Kiss","2PTxGf1mzkmnuijNB6tG1G",0.481,0.367,5,-13.581,1,0.0458,0.791,7.35e-05,0.0794,0.231,92.606,147856,3
"Stephen Sanchez","No One Knows (with Laufey)","2ZQ6YMcGxwyvAfV6dl8hkB",0.481,0.42,5,-10.629,1,0.0301,0.66,0,0.192,0.349,99.91,239309,4
"Stephen Sanchez","Death Of The Troubadour","16zCcu94D6RCiqSQCbP5Js",0.515,0.212,9,-10.917,0,0.036,0.857,0.00257,0.15,0.225,113.142,115544,4
"Henry Morris","He Could Never Love You","2auNIrc8Yhtcd3JYfGzRCp",0.467,0.349,2,-10.931,1,0.0276,0.76,0.00178,0.129,0.281,173.991,215000,4
"Rex Orange County","Television / So Far So Good","27rZYxE4l21wTaovX4WTnI",0.403,0.505,5,-7.75,1,0.0463,0.592,0,0.121,0.32,164.902,262600,4
"MAX","STRINGS (feat. JVKE & Bazzi)","7roB6h5rQPhFRK307eIQk6",0.667,0.627,1,-7.184,1,0.122,0.248,0,0.174,0.498,143.948,153461,4
"Rex Orange County","It's Not The Same Anymore","7vRia9rlEuTDQxkfXIKySi",0.666,0.317,5,-10.644,1,0.0327,0.873,3.74e-05,0.111,0.359,117.676,386200,4
"Lana Del Rey","Say Yes To Heaven","6GGtHZgBycCgGBUhZo81xe",0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,209156,4
"Conan Gray","The Exit","6PDWMQJ55ZYrGrSx3EZzl4",0.58,0.416,0,-9.591,1,0.0291,0.608,0,0.0883,0.453,82.015,221054,4
"Harry Styles","Golden","45S5WTQEGOB1VHr1Q4FuPl",0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4
"BETWEEN FRIENDS","affection","4LyIHEDbAWDeKV0JbVZae9",0.394,0.565,2,-7.264,1,0.126,0.518,1.68e-06,0.0853,0.308,90.773,235226,4
"DJ Opus","Berbeza Kasta - Remix Version","0Zv8iQArLCoD1EUq1pSP4J",0.878,0.934,9,-0.501,0,0.0365,0.196,0.000497,0.25,0.883,114.998,426829,4
"Lana Del Rey","How to disappear","4qUtC2BwFC154Ha8YQRrkk",0.538,0.304,9,-11.79,1,0.0352,0.613,0.000631,0.164,0.065,78.997,228071,3
"Mitski","I Bet on Losing Dogs","2Co0IjcLTSHMtodwD4gzfg",0.398,0.493,9,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048,170240,4
"Beach Weather","Swoon","0ENM2WvAqPr8XJFXlkiuCe",0.668,0.671,6,-5.916,0,0.0485,0.261,0.00989,0.119,0.657,92.017,221926,4
"TV Girl","Not Allowed","3IznIgmXtrUaoPWpQTy5jB",0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,167864,4
"Faye Webster","I Know You","71BWZa1liIRyUiuJ3MB66o",0.454,0.385,10,-12.849,1,0.0313,0.287,9.97e-05,0.0616,0.144,154.918,251667,4
"Lana Del Rey","The Other Woman","1KuVEZR4xuQVNr1KkanAV4",0.255,0.468,7,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67,181960,4
"Mac DeMarco","Moonlight on the River","2fhOljbX79loRcdl47SFye",0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98,422613,4
"TV Girl","Cigarettes out the Window","6QeYSvYqYUsfBzsApbjDHO",0.625,0.659,0,-5.669,1,0.0337,0.12,0,0.17,0.594,113.551,198961,4
"Lana Del Rey","Brooklyn Baby","1NZs6n6hl8UuMaX0UC0YTz",0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640,4
"juju<3","Wasted Summers","43MifzVnh8W3jJN0xqU9jR",0.633,0.643,0,-8.122,1,0.0252,0.106,0.00831,0.78,0.472,103.842,130385,4
"Lana Del Rey","Let The Light In (feat. Father John Misty)","4qG7hWhljsqqENL5PaLA2z",0.327,0.452,9,-9.726,1,0.0277,0.344,0.00332,0.11,0.202,132.427,278126,4
"Beach House","Silver Soul","2LZ2CNbcbJrwh53pitRgom",0.356,0.67,2,-5.825,1,0.0324,0.467,0.000106,0.288,0.117,135.032,298680,4
"Roar","I Can't Handle Change","0I1eFRytp4XRhLCjT6tZm7",0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3
"Radiohead","No Surprises","10nyNJ6zNy2YVYLrcwLccB",0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120,4
"Dominic Fike","3 Nights","0uI7yAKUf52Cn7y3sYyjiX",0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,177667,4
"Dominic Fike","Elliot's Song - From ""Euphoria"" An HBO Original Series","7JIIY2oDPFkURYMCLJuzhe",0.394,0.327,4,-14.291,1,0.114,0.849,0,0.125,0.411,93.358,150320,4
"Bakar","Stop Selling Her Drugs (feat. Dominic Fike)","4uBQDAzZ881KYZvW7ZInUn",0.847,0.275,5,-6.44,1,0.113,0.61,0,0.0737,0.764,85.007,173349,4
"Remi Wolf","Photo ID (with Dominic Fike)","1F35Dmog9pekyCVnH1eQpl",0.75,0.829,1,-4.942,1,0.0915,0.21,0,0.279,0.87,115.894,209971,4
"Dominic Fike","Sick","6OklSp2KgnW8RWNdQ7n8o1",0.593,0.591,2,-8.43,1,0.0458,0.295,0.00918,0.289,0.482,98.976,141012,4
"Dominic Fike","King of Everything","0lO1yt6M1l1OAs80M3vEfM",0.636,0.474,5,-8.096,1,0.077,0.784,0.0613,0.113,0.571,167.064,194360,4
"Clairo","Hello?","7qwt4xUIqQWCu1DJf96g2k",0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,135016,4
"Clairo","How - demo","2lO8mP1QvI7RizGcBYQ7Mx",0.649,0.428,8,-4.584,0,0.0313,0.766,0.00294,0.0816,0.514,77.057,127040,4
"Clairo","Alewife","3jgrNd3uPU1c2PFBKYsV9d",0.433,0.329,3,-13.288,1,0.0343,0.932,0.0474,0.1,0.264,102.971,213000,4
"Clairo","2 Hold U","0dcsuO7AQ06VS9uWfA6m1C",0.843,0.28,2,-15.331,0,0.0957,0.451,0.284,0.0984,0.779,95.147,118877,4
"Clairo","North","0zzz9l8ZX5vDBJmNHnWOom",0.352,0.632,2,-6.261,1,0.0473,0.244,1.82e-05,0.153,0.54,96.929,213253,4
"SG Lewis","Throwaway (with Clairo)","2MnEG4htbbdfoUsyzxZ4BM",0.789,0.49,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034,180000,4
"Clairo","Sis","6Qoz4HdYCIzQCmEd8ARYWP",0.511,0.512,4,-9.091,1,0.0331,0.545,0.93,0.116,0.159,120.159,136281,4
"Clairo","Pretty Girl","0KyAGiNGUytG5JLxJu4F6l",0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,178352,4
"Clairo","Get With U","4JHCLFKkuvNMb67DYuAjUU",0.747,0.0676,7,-14.215,0,0.0441,0.895,0.258,0.11,0.298,65.003,118883,4
"Clairo","Blouse","7brBeAX3RT0CMh3qbTBrIP",0.324,0.116,7,-20.332,1,0.0331,0.947,0.000286,0.147,0.399,144.524,195376,3
"Clairo","Heaven","4XYo3W8U6IY42EbB01rnR4",0.733,0.262,0,-13.766,1,0.028,0.224,4.79e-06,0.105,0.444,135.497,233871,3
"Cage The Elephant","Telescope","0tkBOcK7oRVXQJY97zzSvr",0.589,0.481,0,-4.801,1,0.0285,0.273,1.33e-05,0.0986,0.176,93.568,228293,4
"Peach Pit","Alrighty Aphrodite","6OiRh4kttAs1YWglvTcYkB",0.534,0.724,6,-4.675,0,0.0495,0.00605,0.0929,0.108,0.503,81.846,207813,4
"Declan McKenna","Make Me Your Queen","5QJuMhGWTUB4t9BqR7ndL3",0.491,0.666,2,-6.42,1,0.0317,0.00146,1.29e-06,0.104,0.26,125.041,221360,4
"Peach Pit","Shampoo Bottles","2INUkDPCO1eQlOFmIN5VAC",0.648,0.436,8,-9.578,1,0.0275,0.0232,0,0.0944,0.333,107.019,224267,4
"Briston Maroney","Freakin' Out On the Interstate","0awZwmlC6pxH65KTZpadmX",0.45,0.794,4,-5.015,1,0.0538,0.388,0,0.303,0.362,143.861,251906,4
"Asha Imuno","ZIG ZAGGING","3N1iERegpLyK2hztjYNp0M",0.907,0.469,10,-9.188,0,0.157,0.303,0.00495,0.0775,0.924,100.061,124800,4
"MAVI","Love, of Money","6qUkNMd34rjpDP5EUy9JNS",0.371,0.655,0,-9.901,1,0.0771,0.0526,2.14e-06,0.168,0.855,147.794,64766,4
"DYVN","All I Need","2kqzcjGNnYNPzunUxRXqRt",0.764,0.46,10,-9.253,0,0.132,0.625,6.85e-06,0.153,0.61,82.181,62927,4
"Ashes To Amber","IRIS","61jCFoNIuzQnc9UovuzNVW",0.725,0.543,6,-9.089,1,0.0387,0.28,0.475,0.113,0.415,140.051,151578,4
"Krooked Kings","Wish We Could Be Friends","0pIGVspjZpNrKNcwvYW16P",0.555,0.752,10,-7.52,1,0.0296,0.0106,0.000219,0.33,0.347,92.482,153515,4
"Kid Bloom","Electric U","1h3ODYcDJly0H53W2Ai42Q",0.935,0.259,1,-11.088,0,0.0517,0.378,0.000463,0.0611,0.931,112.019,171696,4
"Aaron May","I'm Good Luv, Enjoy.","3RKLJPyyMZfwebsePAzqjL",0.891,0.586,11,-4.665,1,0.121,0.0833,0,0.213,0.954,130.012,134548,4
"Lime Cordiale","Temper Temper","3DCU0R5FFaB9GKxZERb5wr",0.713,0.565,7,-7.8,0,0.0351,0.0252,3.2e-06,0.633,0.705,130.047,208981,4
"Claire Rosinkranz","Dreamer","2NgO0NRyvrLWVCH4JrOWFI",0.625,0.583,1,-7.254,0,0.147,0.821,1.34e-06,0.659,0.78,101.98,148739,4
"Claire Rosinkranz","Swinging at the Stars","0plgpP6pbcptrfbCEHKKcA",0.618,0.826,2,-5.785,1,0.0474,0.0291,0.0037,0.172,0.652,140.12,223051,4
"Claire Rosinkranz","Screw Time","65ldiHDjnm1mtVvKw4dkpk",0.551,0.936,4,-6.614,1,0.0956,0.0184,0.000392,0.529,0.664,160.019,185724,4
"Claire Rosinkranz","Gum","1LYuRRyxzu04keNW6FGAnc",0.691,0.672,6,-7.106,0,0.0697,0.218,0,0.132,0.243,150.061,133802,4
"Claire Rosinkranz","Wes Anderson","6dGhTNyjYVqraCKVdDZe4Y",0.655,0.793,1,-4.217,1,0.0749,0.101,0,0.322,0.878,148.032,167448,4
"Claire Rosinkranz","Banksy","6SxnxjzbWbHTHrpEvEoDhw",0.586,0.685,1,-5.777,0,0.0575,0.312,0,0.112,0.547,148.14,174296,4
"Claire Rosinkranz","Polarized","4PU1eBZOR553NfYNISSWfL",0.294,0.698,1,-6.452,1,0.121,0.347,0,0.15,0.396,77.72,182210,4
"Claire Rosinkranz","Jupiter","2Oct7a8SGo9tKAsE2M3av1",0.72,0.687,2,-5.864,1,0.0625,0.0622,0.000124,0.328,0.584,130.971,211932,4
"Claire Rosinkranz","Mess","1sSBsA5dgjAWeVTQ7Q1H7i",0.674,0.435,2,-7.037,1,0.0423,0.795,0,0.14,0.669,107.004,152231,3
"beabadoobee","Last Day On Earth","4yc69QtlnLzjcYSMPOtrEo",0.444,0.932,6,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,222357,4
"Powfu","death bed (coffee for your head)","7eJMfftS33KTjuF7lTsMCx",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,173333,4
"beabadoobee","Dance with Me","2sBKLT7bFa38yVAYxYltUX",0.36,0.209,4,-10.293,1,0.0355,0.967,0.00326,0.153,0.227,199.95,234283,4
"beabadoobee","Soren","6kp9czhrGZrP0hr9Y6opEr",0.59,0.264,6,-10.354,1,0.0323,0.799,0.00155,0.0506,0.149,117.984,241944,3
"beabadoobee","Lovesong","2qkb3hhx8iCBvYzX9SvVxj",0.479,0.369,5,-10.171,1,0.0282,0.659,0.0808,0.106,0.233,127.822,245427,4
"Cavetown","fall in love with a girl (feat. Beabadoobee)","0rH1Y0mcALJgAq8EKF2Zwt",0.686,0.511,10,-7.782,1,0.0284,0.133,6.3e-05,0.102,0.39,107.067,191188,4
"beabadoobee","Everest","13GNwY7azIE7J0VJUaz18S",0.475,0.298,11,-11.38,1,0.0289,0.931,4.17e-06,0.272,0.457,147.75,158196,4
"beabadoobee","Art Class","5R4u3LgAC2BNkxo0bKQmS5",0.326,0.29,3,-9.344,1,0.0296,0.926,1.75e-06,0.125,0.422,90.406,247584,4
"beabadoobee","Bobby","0mW58kig39aueBh99f6yGz",0.488,0.164,11,-14.138,0,0.0402,0.974,0.256,0.105,0.317,128.455,205176,4
"beabadoobee","How Was Your Day?","1FnaRNR5YLddYYd6xwJ3DX",0.353,0.392,2,-13.039,1,0.0339,0.931,0.0439,0.337,0.168,84.586,260025,4
"beabadoobee","Disappear","1vKPCcclqSIHpMIh4YieQG",0.583,0.692,1,-6.146,1,0.0278,0.0353,0.000785,0.0712,0.485,142.031,248884,4
"beabadoobee","The Way I Spoke","4NuAQGfKJhrJnTtBSMNrtz",0.421,0.512,11,-11.4,1,0.0445,0.706,0.662,0.057,0.503,143.118,255021,4
"beabadoobee","Angry Song","3b8FrA74Tm4y22Zzi01Yk4",0.628,0.273,9,-12.278,0,0.044,0.935,0.93,0.145,0.47,98.472,68293,4
"beabadoobee","Worth It","3r1qdSsvJEwiMKHeCWapMM",0.576,0.751,2,-5.256,1,0.0269,0.0125,0.000459,0.0501,0.38,103.009,194173,4
"beabadoobee","Susie May","3JGhWkxALa6OLMjBv6yz79",0.363,0.188,6,-13.171,1,0.0334,0.965,0.657,0.108,0.201,85.147,266757,4
"beabadoobee","Ceilings","5GP8cNzgiMG5Sm8of4zQ6c",0.402,0.419,2,-11.966,1,0.0273,0.557,0.154,0.182,0.0866,153.468,239975,3
"beabadoobee","I Wish I Was Stephen Malkmus","0MXwuLvZU9cauIEXlMZcdC",0.44,0.783,4,-3.954,1,0.0387,0.0689,0,0.0924,0.639,80.978,231860,4
"beabadoobee","Sorry","6U2tdXbNc2MLcgSTvDrb5L",0.342,0.389,11,-7.798,0,0.0301,0.0638,3.4e-06,0.0908,0.237,158.003,233302,4
"Oscar Lang","Speed Dial","2NyB1mSR0rm5zxMwjryLa5",0.607,0.44,0,-11.935,1,0.0336,0.7,0.428,0.063,0.0861,93.986,316606,4
"beabadoobee","Space Cadet","0DuGEqN0pRJ5QAVFvnLe6P",0.57,0.874,4,-5.2,1,0.0273,0.00383,0.0282,0.0621,0.742,127.05,264013,4
"No Rome","Hurry Home (with beabadoobee & Jay Som)","6Ha8pqxdSJHdPY4tlzPhlT",0.603,0.688,5,-7.846,1,0.0374,0.216,1.74e-05,0.123,0.325,147.962,236048,4
"beabadoobee","Sun More Often","1qkKf2v0cE3BVePzQQEQq3",0.393,0.821,0,-4.589,1,0.0366,0.00376,0.021,0.331,0.312,170.081,241109,4
"tomcbumpz","c u never","0K0ccueOxKjB5vgLVpnhIf",0.83,0.535,11,-10.919,1,0.0843,0.674,0.897,0.0971,0.76,101.045,175807,4
"spill tab","Cotton Candy","4FF0tP9mkoiFKLiXFeXm0q",0.686,0.456,0,-7.81,1,0.234,0.662,8.93e-06,0.357,0.569,96.889,93871,3
"Sydney Rose","You’d Be Stars (feat. chloe moriondo)","6qsIkaOBHaQByY3jiNZSaA",0.598,0.492,0,-8.007,1,0.0257,0.485,0.0035,0.063,0.667,100.003,222900,4
"Rocco","hold me, never let go","6JfcUgZqHbb20KTfHayS9j",0.639,0.24,2,-15.639,1,0.034,0.779,0.327,0.145,0.095,119.936,193242,4
"Still Woozy","Pool","1ZP4Qxb7USL3EezbxfpOVF",0.664,0.477,0,-10.53,1,0.0551,0.394,4.15e-05,0.136,0.273,100.046,223000,4
"Sports","Baby Baby","41HyMiZSBLGlfopnDE7Ppc",0.762,0.672,11,-5.358,1,0.0346,0.111,0.807,0.0461,0.841,76.496,182602,4
"Wallice","Punching Bag","09tYMZ38sfZRZmrN0basVJ",0.62,0.767,1,-1.73,0,0.0393,0.428,1.05e-05,0.322,0.617,138.983,153784,4
"PinkPantheress","Mosquito","3DrkYwyu8QqZQ05r2gGqHi",0.71,0.899,11,-4.032,0,0.118,0.0857,0.112,0.189,0.555,162.927,146240,4
"RICEWINE","Oh Well","2nGYf3UkZEsYZ5MfNjPDxx",0.59,0.795,9,-6.321,1,0.0286,0.202,0.327,0.181,0.463,97.973,293878,4
"Jimi Somewhere","Baby from Atlanta","0L9eGPj0Meabb1SML6kD1A",0.735,0.427,0,-10.645,1,0.0461,0.487,0.107,0.138,0.401,135.988,199385,4
"adan diaz","three days","5A2r83uvDlxSBsgbfQ2zCv",0.835,0.572,3,-7.635,1,0.0975,0.207,0.000122,0.0876,0.812,74.014,133176,4
"HYBS","Tip Toe","0MJ5wKsPEeihONNfugHGy7",0.687,0.486,11,-8.673,1,0.0579,0.587,0.126,0.115,0.792,163.9,224726,4
"Orion Sun","Antidote","1NlGXcWeUSe1s3IgRKcqmB",0.645,0.786,1,-3.995,1,0.188,0.173,0,0.137,0.452,81.917,169822,4
"Frankie Cosmos","Young","2t9K0Ufe2FttNut9DPCoAW",0.496,0.362,2,-8.737,1,0.0533,0.438,1.67e-05,0.127,0.197,104.937,122298,4
"Harriette","at least i'm pretty","69BSm4vFLLo4L8nUulybMc",0.86,0.422,1,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,106800,4
"Monsune","OUTTA MY MIND","7zTTDkkLkJ2iHAqq1daDCr",0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,226006,4
